gid,nom,com_nom
2397,CHANTEPIE - EDEFS,Chantepie
2050,Centre de vaccination COVID Ad Hoc de La Bâthie,La Bâthie
2109,Centre de vaccination de Cerizay - CPTS du Bressuirais,Cerizay
2114,CDV31 Equipe mobile ADIMEP,Toulouse
1920,CP - US US-SMPR-CSAPA CPM Baumettes / Etablissement spécialisé pour mineurs de Marseille,Marseille
2119,SARZEAU - Médiathèque,Sarzeau
2568,Centre de vaccination éphémère de PEYREHORADE,Saint-Lon-les-Mines
2689,Centre de vaccination - Le Carreau,Cergy
2966,Test_sauve mon vaccin,Marseille
2298,Relai ambulatoire de vaccination - CDS Fosses,Fosses
2243,Maison de santé pluridisciplinaire D'Eymet,Eymet
2126,Centre de vaccination COVID Ad Hoc de Challes-les-Eaux,Challes-les-Eaux
2084,Société Delpharm,Saint-Rémy-sur-Avre
2127,Centre de vaccination COVID Ad Hoc de COGNIN,Cognin
1369,CV éphémère - Avord,Avord
2249,DAC 92 Nord,Gennevilliers
3012,Grand Centre SDIS OZOIR-LA-FERRIERE,Ozoir-la-Ferrière
2100,MSP relai Sancergues,Sancergues
3189,Espace santé des Valmeux,Vernon
1360,CHR Orléans La Source - Point bleu,Orléans
2137,Equipe mobile du CDHS,Lyon
2251,DAC 92 SUD,Clamart
1824,CP - US / Centre Pénitentiaire de Metz,Metz
2299,Centre de vaccination Castillon-Pujols,Castillon-la-Bataille
2300,Centre de vaccination COVID 19 : Site du Port,Le Port
2626,CV éphémère de la Ferté-Saint-Aubin,La Ferté-Saint-Aubin
1441,Centre de Vaccination Arinthod,Arinthod
2250,DAC 92 Centre,Suresnes
2552,Centre de vaccination Saint-Vit,Saint-Vit
3193,Centre de vaccination Protection Civile 87,Boisseuil
431,Communauté de communes Haute Vallée de Chevreuse,Saint-Rémy-lès-Chevreuse
1415,CV éphémère - Touchay-sur-Lignières,Touchay
2132,Centre de vaccination COVID Ad Hoc de Lescheraines,Lescheraines
2149,Grand centre - en attente (36),Châteauroux
1416,CV éphémère - Mehun-sur-Yèvre,Mehun-sur-Yèvre
1421,CV éphémère - Saint-Florent-sur-Cher,Saint-Florent-sur-Cher
1196,Salle omnisport LECTOURE,Lectoure
1990,Centre de vaccination - Lubersac,Lubersac
2148,Centre de vaccination éphémère de Mainvilliers,Mainvilliers
3190,Centre de vaccination du SDIS- CHAURAY ,Chauray
1422,Grand Bourgtheroulde - salle du PERREY,Grand Bourgtheroulde
2153,Centre de vaccination EDF (41),Blois
990099005,Allemagne,Berlin
167,CHRU de Tours - Site de Trousseau - réservé aux professionnels en exercice,Chambray-lès-Tours
204,Centre de vaccination du CH de Haguenau,Haguenau
1253,CENTRE DE VACCINATION - VILLE DE LIMOGES,Limoges
3191,Centre vaccination campus de l'espace (Gymnase Mexico),Vernon
2302,Opérations exceptionnelles,Vesoul
1022,Centre vaccination Gréoux - Salle des Roches Bleues,Gréoux-les-Bains
2696,Centre du Parvis de l'Hôtel de Ville,Paris
1165,Centre de vaccination Montmoreau St Cybard/Chalais,Montmoreau
2699,VELARS SUR OUCHE -Salle Polyvalente ,Velars-sur-Ouche
2048,Centre de vaccination COVID Ad Hoc de FRONTENEX,Frontenex
3020,Centre Vaccination LA CRAU,La Crau
2305,Centre vaccination de Pourrières,Pourrières
2834,Equipe Mobile OFII 78,Montrouge
990099006,Andorre,Andorre-la-Vieille
3023,Centre départemental de vaccination de Bobigny,Bobigny
3013,Centre du CES de Bayonne,Bayonne
3192,annexe CH de Verneuil d'Avre et d'Iton salle des fêtes de Francheville,Verneuil d'Avre et d'Iton
533,Centre Vaccination - CHInA site FUMAY,Fumay
471,Centre de Vaccination de Champagnole - Oppidium,Champagnole
3015,CV Chaumont-sur-Tharonne,Chaumont-sur-Tharonne
3021,Centre Vaccination LE REVEST,Le Revest-les-Eaux
1272,Tomblaine - Salle Stéphane HESSEL,Tomblaine
2376,Centre de vaccination PMI Eragny-sur-Oise,Éragny
663,Centre St Etienne de St Geoirs,Saint-Étienne-de-Saint-Geoirs
1138,Centre de vaccination de Bollène,Bollène
3204,CV en attente (5),Blois
934,Centre de vaccination d'Obernai- Salle des Fêtes,Obernai
3024,Relais ambulatoire de vaccination Pôle de santé  La Francilienne  ,Pontault-Combault
2378,Centre de vaccination PMI Marines,Marines
2379,Centre de vaccination PMI Garges-lès-Gonesse,Garges-lès-Gonesse
2215,Centre de vaccination - Parc Manceau SDIS,Le Mans
2380,Centre de vaccination PMI Montmorency,Montmorency
3016,CV Chaussée-Saint-Victor,La Chaussée-Saint-Victor
451,CARHAIX - CHU Brest ex-service social (réservé PS),Carhaix-Plouguer
2257,Centre de Foncine le Haut,Foncine-le-Haut
990099007,Angola,Luanda
821,Centre de vaccination du CH de Firminy,Firminy
2593,CV mobile - SDIS 47,Foulayronnes
1756,antenne MSP St Just en Chevalet ,Saint-Just-en-Chevalet
3194,Centre de vaccination Sarrola-Carcopino,Sarrola-Carcopino
98,Granville : salle saint-nicolas,Granville
2381,EMV Centre Hospitalier Simone Veil,Eaubonne
1202,Centre de Vaccination COVID d’Aubagne,Aubagne
992,Centre de vaccination - CA du Libournais,Libourne
1689,Vaccinodrome St Denis,Saint-Denis
3017,MSP Rabelais,Blois
831,Salle Franck Arnal,Toulon
1940,Centre de Vaccination d'Ivry sur Seine,Ivry-sur-Seine
2627,CV éphémère d'Artenay,Artenay
1443,Centre de vaccination Cousance,Cousance
3018,ESP Saint-Aignan,Saint-Aignan
3026,Relais Ambulatoire de vaccination MSP Simone Veil de Lagny-sur-Marne,Lagny-sur-Marne
3195,Creysse Croix Rouge Française,Creysse
757,Centre de vaccination de Thonon - Salle Lemaniaz,Thonon-les-Bains
1941,Centre de vaccination - Commune de Gravelines -Sportica,Gravelines
43,CH Bourbonne-les-Bains,Bourbonne-les-Bains
888,RENNES SOS Médecin,Rennes
3025,Relai ambulatoire de vaccination - MSP MEXIMIEUX - Médipôle ,Meximieux
3028,Centre de vaccination - SDIS 38 UMV FONTAINE,Fontaine
3196,Centre de vaccination intercommunal du Celavu Prunelli,Bastelicaccia
2967,Centre de vaccination OFII Patay,Paris
990099001,Afghanistan,Kaboul
990099002,Afrique du Sud,Prétoria
990099003,Albanie,Tirana
990099004,Algérie,Alger
2168,GRAND CENTRE,Évreux
331,Dole - Le manège de Brack,Dole
990099008,Antigua-et-Barbuda,Saint John's
990099009,Arabie saoudite,Riyad
1814,MA - US1 / Maison d'Arrêt de Châlons-en-Champagne,Châlons-en-Champagne
3019,ESP interpro santé,Blois
3029,Relai ambulatoire de vaccination - Cabinet médical Le Croisse Baulet,Sallanches
990099010,Argentine,Buenos Aires
990099011,Arménie,Erevan
990099012,Australie,Canberra
990099013,Autriche,Vienne
990099014,Azerbaïdjan,Bakou
518,Centre de vaccination de Saint Paul de fenouillet,Saint-Paul-de-Fenouillet
990099015,Bahamas,Nassau
990099016,Bahreïn,Manama
990099017,Bangladesh,Dacca
2012,L'Hôpital Nord-Ouest - Site de Trévoux,Trévoux
2968,Office Français de l'Immigration et de l'Intégration,Nice
1090,Centre de vaccination des Rousses,Les Rousses
2385,Equipe mobile de vaccination MSP Buis les Baronnies,Buis-les-Baronnies
3198,Opération éphémère de Jouy-le-Moutier,Jouy-le-Moutier
990099018,Barbade,Bridgetown
990099019,Belgique,Bruxelles
990099020,Bélize,Belmopan
990099021,Bénin,Porto-Novo
990099022,Bhoutan,Thimphou
990099023,Biélorussie,Minsk
990099024,Birmanie,Naypyidaw
990099025,Bolivie,Sucre / La Paz
2388,Equipe mobile de vaccination de Bourdeaux MSP,Bourdeaux
990099026,Bosnie-Herzégovine,Sarajevo
990099027,Botswana,Gaborone
990099028,Brésil,Brasilia
990099029,Brunei,Bandar Seri Begawan
990099030,Bulgarie,Sofia
990099031,Burkina,Ouagadougou
990099032,Burundi,Gitega
990099033,Cambodge,Phnom Penh
990099034,Cameroun,Yaoundé
990099035,Canada,Ottawa
990099036,Cap-Vert,Praia
990099037,Centrafrique,Bangui
990099038,Chili,Santiago
990099039,Chine,Pékin
1150,Espace de La Libération,Saint-Rémy-de-Provence
483,BONNEUIL SUR MARNE,Bonneuil-sur-Marne
990099040,Chypre,Nicosie
3200,Centre de vaccination de Roquemaure,Roquemaure
990099041,Colombie,Bogota
990099042,Comores,Moroni
990099043,Congo,Brazzaville
990099044,Congo (République démocratique du),Kinshasa
990099045,Cook (Îles),Avarua
990099046,Corée du Nord,Pyongyang
990099047,Corée du Sud,Séoul
990099048,Costa Rica,San José
3033,CV Bazoches,Bazoches-les-Gallerandes
655,Minotaure salle culturelle de Vendôme,Vendôme
990099049,Côte d'Ivoire,Yamoussoukro
2258,Centre de Nozeroy,Nozeroy
910,Centre de vaccination Saintes CRF,Saintes
990099050,Croatie,Zagreb
990099051,Cuba,La Havane
990099052,Danemark,Copenhague
990099053,Djibouti,Djibouti
990099054,Dominicaine (République),Saint-Domingue
990099055,Dominique,Roseau
990099056,Égypte,Le Caire
990099057,Émirats arabes unis,Abou Dabi
990099058,Équateur,Quito
990099059,Érythrée,Asmara
990099060,Espagne,Madrid
990099061,Estonie,Tallinn
990099062,Eswatini,Mbabané
990099063,États-Unis,Washington
990099064,Éthiopie,Addis Abeba
990099065,Fidji,Suva
990099066,Finlande,Helsinki
990099067,Gabon,Libreville
990099068,Gambie,Banjul
990099069,Géorgie,Tbilissi
990099070,Ghana,Accra
990099071,Grèce,Athènes
990099072,Grenade,Saint-Georges
990099073,Guatémala,Guatémala
990099074,Guinée,Conakry
2585,Centre de vaccination de Mulhouse - La Fraternité,Mulhouse
990099075,Guinée équatoriale,Malabo
990099076,Guinée-Bissao,Bissao
3035,CV CC trois fontaines-Saint-Jean-de-la-Ruelle,Saint-Jean-de-la-Ruelle
2965,centre de vaccination CPTS Pays d'Angoulême,L'Isle-d'Espagnac
990099077,Guyana,Georgetown
1142,Maison médicale de garde de la Timone (professionnels de santé liéraux),Marseille
990099078,Haïti,Port-au-Prince
990099079,Honduras,Tégucigalpa
990099080,Hongrie,Budapest
990099081,Inde,New Delhi
990099082,Indonésie,Jakarta
990099083,Irak,Bagdad
990099084,Iran,Téhéran
990099085,Irlande,Dublin
990099086,Islande,Reykjavik
990099087,Israël,
3036,CV CC Cap Saran,Saran
990099088,Italie,Rome
990099089,Jamaïque,Kingston
990099090,Japon,Tokyo
2586,Centre de vaccination Etat-major SDIS,Varennes-Vauzelles
990099091,Jordanie,Amman
2596,Vaccinodrome de Saint Barthélemy,Saint-Barthelemy
990099092,Kazakhstan,Nour-Soultan
990099093,Kénya,Nairobi
990099094,Kirghizstan,Bichkek
990099095,Kiribati,Bairiki
990099096,Kosovo,Pristina
2597,Vaccinodrome Saint Martin ,Saint Martin
3037,CV Ferté-Saint-Aubin,La Ferté-Saint-Aubin
990099097,Koweït,Koweït
990099098,Laos,Vientiane
990099099,Lésotho,Maséru
990099100,Lettonie,Riga
990099101,Liban,Beyrouth
990099102,Libéria,Monrovia
2607,Vaccimobile du Haut Beaujolais,Beaujeu
990099103,Libye,Tripoli
990099104,Liechtenstein,Vaduz
990099105,Lituanie,Vilnius
990099106,Luxembourg,Luxembourg
990099107,Macédoine du Nord,Skopje
1523,Centre de vaccination de La Tour du Pin,La Tour-du-Pin
251,DINAN - CH (réservé PS),Dinan
2611,SDIS 52,Chaumont
990099108,Madagascar,Antananarivo (Tananarive)
990099109,Malaisie,Kuala Lumpur
990099110,Malawi,Lilongwé
990099111,Maldives,Malé
990099112,Mali,Bamako
595,Salle polyvalente - Grandvillars,Grandvillars
990099113,Malte,La Valette
990099114,Maroc,Rabat
990099115,Marshall (Îles),Delap-Uliga-Darrit
990099116,Maurice,Port-Louis
990099117,Mauritanie,Nouakchott
990099118,Mexique,Mexico
990099119,Micronésie,Palikir
990099120,Moldavie,Chisinau
990099121,Monaco,Monaco
990099122,Mongolie,Oulan-Bator
990099123,Monténégro,Podgorica
990099124,Mozambique,Maputo
990099125,Namibie,Windhoek
990099126,Nauru,Yaren
990099127,Népal,Katmandou
2602,Centre SSTI2B,Bastia
2970,OFII,Rezé
990099128,Nicaragua,Managua
990099129,Niger,Niamey
1308,Centre de vaccination de Vittel ,Vittel
1224,Centre de Vaccination de La Rochelle,La Rochelle
990099130,Nigéria,Abuja
990099131,Niue,Alofi
990099132,Norvège,Oslo
990099133,Nouvelle-Zélande,Wellington
990099134,Oman,Mascate
990099135,Ouganda,Kampala
990099136,Ouzbékistan,Tachkent
990099137,Pakistan,Islamabad
990099138,Palaos,Melekeok
3049,Relai ambulatoire de vaccination - Cabinet PS de la Saulire,Courchevel
990099139,Panama,Panama
990099140,Papouasie-Nouvelle-Guinée,Port Moresby
990099141,Paraguay,Assomption (Asuncion)
990099142,Pays-Bas,Amsterdam
990099143,Pérou,Lima
1058,Centre de vaccination Ajaccio / Espace Diamant,Ajaccio
990099144,Philippines,Manille
2179,CV éphémère PRADINES,Pradines
990099145,Pologne,Varsovie
990099146,Portugal,Lisbonne
990099147,Qatar,Doha
1470,Centre de vaccination SOS Médecins Neuhof,Strasbourg
990099148,Roumanie,Bucarest
990099149,Royaume-Uni,Londres
990099150,Russie,Moscou
1113,Théatre de la Mer - Salle des Loges,Vallauris
1861,CP - US Centre de détention et SMPR niv.1 Centre de Détention / Etablissement Spécialisé pour mineurs d'Orvault,Orvault
990099151,Rwanda,Kigali
990099152,Saint-Christophe-et-Niévès,Basseterre
990099153,Sainte-Lucie,Castries
2248,Grand centre de vaccination - Alpexpo,Grenoble
990099154,Saint-Marin,Saint-Marin
990099155,Saint-Vincent-et-les-Grenadines,Kingstown
990099156,Salomon,Honiara
990099157,Salvador,San Salvador
990099158,Samoa,Apia
3203,CV attente 41 (4),Blois
990099159,Sao Tomé-et-Principe,Sao Tomé
990099160,Sénégal,Dakar
990099161,Serbie,Belgrade
990099162,Seychelles,Victoria
990099163,Sierra Leone,Freetown
1764,CP - US CP Bourg-en-Bresse / Centre pénitentiaire de Bourg-en-Bresse,Bourg-en-Bresse
1765,CP - US du Centre Hospitalier de Moulins-Yzeure / Centre Pénitentiaire de Moulins-Yzeure,Yzeure
1766,MA - US   MONTLUCON / Maison d'Arrêt de Montluçon,Montluçon
1768,MA - US / Maison d'Arrêt d'Aurillac,Aurillac
1769,CP - L'US de Valence / Centre pénitentiaire de Valence,Valence
1771,CD - US centre de détention de roanne / Centre de détention de Roanne,Roanne
1772,MA - USN 1Maison d'Arrêt de la Talaudière / Maison d'Arrêt de Saint-Etienne-la-Talaudière,La Talaudière
990099164,Singapour,Singapour
990099165,Slovaquie,Bratislava
1776,MA - US Corbas / Etablissement spécialisé pour mineurs du Rhône,Meyzieu
1777,EPM - US/SMPR EPM du Rhone / Etablissement spécialisé pour mineursdu Rhône,Meyzieu
1779,MA - US Maison d'Arrêt de Chambéry / Maison d'Arrêt de Chambéry,Chambéry
1780,CP - US AITON / Maison d'Arrêt de Chambéry,CHAMBERY
1773,MA - Unité de Consultations et de Soins Ambulatoires / Maison d'Arrêt du Puy-en-Velay,Le Puy-en-Velay
1782,MA - US DIJON / Maison d'Arrêt de Dijon,Dijon
1783,MA - US de la maison d'arrêt de Besançon / Maison d'Arrêt de Besançon,Besançon
1785,MA - US DE NEVERS / Maison d'Arrêt de Nevers,Nevers
1786,MA - US de Vesoul / Maison d'Arrêt de Vesoul,Vesoul
1787,CP - Varennes le grand / Centre Pénitentiaire de Varennes-le-Grand,Varennes-le-Grand
990099166,Slovénie,Ljubljana
1789,MA - US Auxerre / Maison d'Arrêt d'Auxerre,Auxerre
1778,CP - VILLEFRANCHE SUR SAONE / Maison d'Arrêt de Villefranche-sur-Saône,Villefranche-sur-Saône
2974,Opération éphémère RESTOS DU COEUR,Saint-Thibault-des-Vignes
1790,MA - US de Montbéliard / Maison d'Arrêt de Montbéliard,Montbéliard
1791,MA - US de Belfort / Maison d'Arrêt de Montbéliard,Montbéliard
1793,MA - BREST / Maison d'Arrêt de Brest,Brest
1794,MA - USPN MAISON D'ARRET DE SAINT MALO / Maison d'Arrêt de Saint-Malo,Saint-Malo
1796,CP - UCSA  Centre Pénitentiaire des Femmes - Rennes / Centre pénitentiaire de Rennes-Vézin le Coquet,Vezin-le-Coquet
1798,MA - US - MAISON D'ARRET DE VANNES / Maison d'Arrêt de Vannes,Vannes
990099167,Somalie,Mogadiscio
1800,CD - Centre de Détention de Chateaudun / Centre de Détention de Châteaudun,Châteaudun
1801,MC - Unité de soins somatiques et psychiatriques de la maison centrale de SAINT-MAUR / Maison Centrale de Saint-Maur,Saint-Maur
1803,MA - US Tours / Maison d'Arrêt de Tours,Tours
1797,CP - US du CHBS au Centre Pénitentiaire de Lorient Ploemeur / Centre Pénitentiaire de Lorient-Ploemeur,Ploemeur
990099168,Soudan,Khartoum
1804,MA - US / Maison d'Arrêt de Blois,Blois
1805,CP - US1 / Centre pénitentiaire d'Orléans Saran,Saran
1806,MA - US Ajaccio / Maison d'Arrêt d'Ajaccio,Ajaccio
1807,CD - US DE CASABIANDA / Centre de Détention de Casabianda-Aléria,Aléria
1808,CP - US DE BORGO / Centre de Détention de Casabianda-Aléria,Aléria
1809,MA - US Centre hospitalier de charleville mézières / Maison d'Arrêt de Charleville-Mézières,Charleville-Mézières
1810,CD - US DE VILLENAUXE LA GRANDE / Maison d'Arrêt de Troyes,Troyes
1811,MC - US DE CLAIRVAUX / Maison d'Arrêt de Troyes,Troyes
1812,MA - US de TROYES / Maison d'Arrêt de Troyes,Troyes
1816,CD - US du CD d'Ecrouves / Centre de Détention d'Ecrouves,Écrouves
990099169,Soudan du Sud,Djouba
1817,CD - US du CD de TOUL / Centre de Détention d'Ecrouves,Écrouves
1818,CP - US Nancy / Centre pénitentiaire de Nancy-Maxéville,Nancy
1819,MA - US Bar le Duc / Maison d'Arrêt de Bar-le-Duc,Bar-le-Duc
1820,CD - US SAINT MIHIEL / Centre de Détention de Montmédy,Montmédy
1821,CD - US MONTMEDY / Centre de Détention de Montmédy,Montmédy
1822,CD - US d'OERMINGEN / Maison d'Arrêt de Sarreguemines,Sarreguemines
1823,MA - US DE SARREGUEMINES / Maison d'Arrêt de Sarreguemines,Sarreguemines
990099173,Suriname,Paramaribo
1788,CD - US Joux-la-Ville / Maison d'Arrêt d'Auxerre,Auxerre
1830,CP - US / Centre Pénitentiaire de Laon,Laon
1831,CP - Château-Thierry / Centre Pénitentiaire de Château-Thierry,Château-Thierry
1832,CP - US Maison d'arrêt de Sequedin / Centre Pénitentiaire de Lille-Loos-Sequedin,Sequedin
1826,MC - US d'Ensisheim / Maison centrale d'Ensisheim,Ensisheim
1825,MA - STRASBOURG / Maison d'Arrêt de Strasbourg,Strasbourg
1828,MA - USN1 Mulhouse / Maison d'Arrêt de Mulhouse,Mulhouse
990099170,Sri Lanka,Sri Jayewardenepura-Kotte
1829,MA - US D'EPINAL / Maison d'Arrêt d'Epinal,Épinal
1841,CP - US  / Centre Pénitentiaire de Vendin-le-Vieil,Vendin-le-Vieil
1838,MA - USMP de Douai / Maison d'Arrêt de Douai,Douai
1848,CP - US  de Fresnes / Centre Pénitentiaire de Fresnes,Fresnes
1827,MA - US de COLMAR / Maison d'Arrêt de Colmar,Colmar
1837,EPM - EPM QUIEVRECHAIN / Maison d'Arrêt de Valenciennes,Valenciennes
1840,CP - US2 / Centre Pénitentiaire de Liancourt,Liancourt
990099171,Suède,Stockholm
1843,MA - US ARRAS / Maison d'Arrêt d'Arras,Arras
1844,MA - US DE BETHUNE / Maison d'Arrêt de Béthune,Béthune
1845,CP - US du centre hospitalier de la Région de Saint-Omer / Centre Pénitentiaire de Longuenesse,Longuenesse
1851,CD - Melun / Centre de Détention de Melun,Melun
1852,MC - USMP de Poissy / Maison Centrale de Poissy,Poissy
1847,CD - US PLS / Prison de la Santé,Paris
1846,MA - USDSS / Maison d'Arrêt d'Amiens,Amiens
1860,EPM - US EPM / Etablissement Spécialisé pour mineurs d'Orvault,Orvault
1858,MA - US Villepinte / Maison d'Arrêt de Villepinte-Seine-Saint-Denis,Villepinte
1865,MA - US CHD VENDEE / Maison d'Arrêt de La Roche-sur-Yon,La Roche-sur-Yon
990099172,Suisse,Berne
1867,CP - US de Caen / Maison d'Arrêt de Caen,Caen
1868,MA - US de la maison d'arrêt de Caen / Maison d'Arrêt de Caen,Caen
1854,MA - US MA de Versailles / Maison d'Arrêt de Versailles,Versailles
1855,MA - US MA de Bois d'Arcy / Maison d'Arrêt de Versailles,Versailles
1856,MA - US Fleury Mérogis / Maison d'Arrêt de Fleury-Mérogis,Fleury-Mérogis
1857,MA - Nanterre / Maison d'Arrêt de Nanterre-Hauts-de-Seine,Nanterre
1859,MA - US Maison d'Arrêt d'Osny / Maison d'Arrêt d'Osny-Val-d'Oise,Osny
1869,MA - UnitéSanitaire de la maison d'arret d'Evreux / Maison d'Arrêt d'Evreux,Évreux
1870,MA - US CHPC / Maison d'Arrêt de Cherbourg,Cherbourg-en-Cotentin
1882,MA - US Tulle / Maison d'Arrêt de Tulle,Tulle
1875,MA - USS et USP / Maison d'Arrêt de Rouen,Rouen
1880,MA - US de SAINTES / Maison d'Arrêt de Saintes,Saintes
990099174,Syrie,Damas
990099177,Tchad,Ndjamena
1873,CD - US du Centre Hospitalier d'Argentan  Espace René Cassin/ Centre de Détention d'Argentan,Argentan
1879,CD - US de BÉDENAC / Centre de Détention de Bédenac,Bedenac
1881,MA - US / Maison d'Arrêt de Rochefort,Rochefort
1876,CP - US / Centre pénitentiaire du Havre,Saint-Aubin-Routot
